2908089,99
2909696,105
2909401,127
2909378,74
2909457,36
2909391,41
2909411,34
2898285,139
2892334,36
2909355,72
2908220,53
2908835,281
2908405,82
2909574,61
2906513,44
2909282,99
2908900,124
2909375,21
2909222,102
2909354,165
2909367,44
2909528,37
2907331,34
2909312,60
2909288,50
2909330,142
2909177,38
2909105,137
2909568,50
2908278,28
2906345,142
2907820,72
2908916,69
2908982,55
2907917,84
2907700,38
2909181,66
2909291,63
2908987,48
2908793,44
2902933,59
2909007,78
2907134,94
2909310,47
2908854,29
2909246,60
2908862,96
2909245,39
2909515,49
2906265,55
2909221,72
2908915,44
2905902,45
2909211,59
2909206,89
2908768,165
2909178,64
2908677,36
2909169,174
2909302,88
2908598,60
2908670,56
2907768,84
2909145,20
2908898,48
2908855,33
2909112,335
2909142,72
2909343,45
2901982,27
2908798,46
2909040,54
2908799,67
2908821,41
2908789,29
2909295,52
2908879,61
2909106,72
2908560,16
2909094,26
2909056,41
2909082,34
2908678,76
2907089,47
2909077,84
2908766,45
2908034,79
2909060,31
2909061,59
2909026,47
2909011,24
2908999,96
2908407,41
2909132,50
2908590,30
2908998,38
2909168,98
2908952,92
2909072,38
2909067,40
2907921,37
2908612,31
2908890,262
2908607,27
2908947,151
2906985,24
2908763,29
2908536,46
2908172,26
2908975,31
2908769,57
2896669,36
2908743,103
2906481,42
2908950,41
2908079,14
2908941,215
2908283,70
2908624,144
2908901,48
2909062,23
2908754,60
2908936,55
2907645,51
2908368,34
2908175,210
2908861,32
2908016,163
2908762,175
2908751,65
2908406,102
2908451,200
2902523,182
2908748,39
2908809,42
2908848,77
2908792,60
2908673,33
2908954,17
2908827,113
2907666,30
2909027,12
2908807,15
2908512,68
2908810,38
2908707,100
2908419,140
2908619,28
2908009,89
2908773,7
2908031,60
2908622,14
2908069,77
2908098,41
2908460,53
2908343,80
2908243,81
2908453,37
2908760,48
2908709,59
2908627,47
2908692,40
2908611,40
2907847,160
2908558,55
2908688,148
2908681,28
2908679,14
2908206,88
2908350,74
2908530,73
2908675,33
2908302,49
2908190,48
2908641,72
2908168,45
2908588,22
2908667,56
2906714,17
2908509,36
2907920,67
2908010,61
2908718,37
2908725,27
2908466,37
2906433,64
2908470,58
2908394,33
2908540,43
2907937,33
2908775,63
2900605,72
2908300,36
2908561,39
2908543,54
2908173,60
2908422,53
2908479,69
2908426,29
2907935,145
2908687,24
2908501,84
2908559,33
2908207,65
2908487,41
2908166,47
2908147,68
2904379,46
2908443,62
2908462,17
2906758,19
2908468,39
2908420,21
2908291,92
2908435,45
2908434,31
2907392,38
2908424,47
2908659,62
2908391,45
2901306,59
2908067,95
2908068,68
2907511,86
2906271,75
2907831,129
2908399,23
2908136,42
2902406,14
2908573,28
2906759,38
2908006,125
2908262,77
2908164,30
2907758,62
2908299,87
2908380,89
2908282,80
2908342,20
2908101,77
2908320,82
2908008,27
2908033,104
2907436,19
2908498,44
2908332,16
2908154,32
2908425,30
2908306,60
2908296,18
2908239,41
2908018,64
2908120,161
2908222,50
2908199,92
2906459,17
2908211,80
2907962,33
2906800,16
2908182,120
2908080,159
2908143,57
2908013,73
2907725,53
2906109,38
2908334,47
2908174,85
2907672,253
2907958,23
2908152,28
2907940,84
2908026,7
2906390,32
2907826,160
2901206,47
2907675,59
2908060,86
2908242,49
2907685,92
2907570,39
2907233,32
2907380,33
2908041,81
2908039,33
2907947,137
2908036,12
2906401,65
2907463,5
2907959,38
2907859,6
2907924,78
2908003,157
2903136,53
2907881,60
2907862,25
2907642,52
2908055,37
2907929,29
2907778,33
2906522,57
2905921,81
2905844,11
2905063,86
2907742,252
2907905,58
2907247,113
2906095,189
2907438,35
2906207,296
2907869,74
2907684,100
2907654,33
2907708,13
2907836,62
2907765,51
2896749,173
2907797,14
2907819,40
2907815,61
2908029,24
2907805,65
2907759,94
2907794,58
2905906,363
2906142,63
2907776,69
2907298,22
2907302,19
2907220,21
2907761,47
2907891,42
2907624,76
2906953,55
2905871,24
2907639,162
2907722,47
2907724,33
2907415,164
2906505,124
2907379,83
2907265,43
2907332,45
2907714,63
2907156,19
2906687,50
2907468,41
2907540,100
2906051,67
2907801,20
2907483,140
2905752,31
2907105,45
2907442,74
2907439,147
2907423,109
2907532,223
2905933,0
2905935,30
2907810,226
2905147,97
2907128,61
2907207,76
2907223,165
2906490,57
2905331,118
2907712,72
2906683,215
2907458,65
2907489,89
2907090,136
2907492,62
2903157,237
2905885,93
2900030,126
2907178,46
2907769,0
2907080,95
2907369,70
2906794,84
2906477,143
2907299,152
2907526,39
2907337,33
2906928,53
2906751,43
2907340,75
2907310,62
2907196,278
2907325,67
2907081,68
2907561,56
2906531,139
2906518,33
2907197,185
2907314,11
2907385,64
2906389,122
2907162,31
2907267,22
2907246,140
2907262,56
2907258,33
2907130,69
2905264,9
2907229,98
2907021,71
2904830,164
2906685,85
2896947,18
2906493,28
2906476,70
2907159,85
2907153,74
2906968,237
2905629,7
2907027,55
2906187,19
2906942,55
2906923,80
2907135,117
2902206,157
2904462,75
2906980,26
2907330,39
2906250,3
2905707,118
2906724,30
2906535,99
2906605,26
2906970,42
2905589,84
2906495,64
2904125,36
2907045,77
2906975,137
2906874,115
2906538,109
2906716,95
2906972,69
2906955,160
2907211,6
2904880,83
2906908,149
2906941,56
2906910,180
2906032,53
2906977,76
2906773,331
2906741,50
2906637,21
2906916,67
2905131,50
2907009,87
2905793,34
2906837,101
2906346,104
2905974,61
2905317,33
2903375,8
2906594,212
2902664,118
2906739,166
2906700,111
2906709,108
2906548,204
2906845,40
2906834,55
2906798,168
2906795,76
2904718,56
2900663,37
2906652,85
2906333,162
2906297,58
2906446,39
2906489,23
2906533,26
2906435,29
2905760,44
2906600,68
2906516,40
2906042,9
2906558,29
2906034,38
2906676,53
2906615,49
2905004,106
2905278,63
2906488,117
2906395,64
2906362,36
2906487,150
2906536,115
2906568,45
2906383,6
2906456,206
2906559,40
2904453,24
2904839,147
2904865,45
2905799,34
2906426,75
2906540,27
2906483,62
2906404,140
2906192,87
2906397,65
2906154,47
2906521,80
2905720,26
2906325,39
2906319,46
2906326,326
2904930,57
2906484,89
2906461,41
2905767,113
2906447,56
2906410,107
2904686,32
2905022,8
2906360,50
2896217,37
2906223,85
2906190,239
2906235,68
2906043,66
2895556,44
2904848,5
2891733,19
2891989,50
2892211,159
2892241,550
2892433,100
2892592,185
2892602,281
2892616,121
2892653,131
2892664,336
2892726,78
2892753,149
2892856,152
2892956,28
2893195,167
2893291,73
2893376,54
2893399,60
2893424,123
2893484,286
2893517,87
2893655,43
2893716,79
2893798,176
2893812,91
2893820,191
2893978,88
2893988,65
2894027,119
2894099,15
2894138,90
2894358,106
2894384,208
2894487,78
2894610,99
2894651,59
2894735,138
2894770,126
2894850,92
2894957,101
2895031,92
2895106,38
2895125,49
2895244,394
2895255,28
2895380,175
2895546,44
2895563,65
2895652,41
2895697,461
2895702,36
2895765,53
2895802,78
2895867,180
2895898,41
2896085,75
2896086,49
2896227,192
2896254,137
2896381,81
2896511,152
2896575,133
2896586,405
2896628,117
2896718,45
2896848,32
2896854,18
2896956,122
2896971,37
2896972,66
2897028,353
2897092,119
2897094,66
2897096,37
2897149,179
2897309,360
2897331,71
2897365,110
2897445,25
2897650,33
2897774,661
2897881,51
2897914,121
2898004,40
2898009,158
2898077,61
2898287,115
2898311,62
2898316,32
2898380,47
2898571,554
2898598,58
2898723,91
2898756,75
2898883,88
2898971,100
2899008,109
2899258,243
2899276,305
2899385,38
2899422,158
2899455,457
2899469,56
2899504,63
2899561,72
2899588,196
2899696,174
2899702,58
2899813,156
2900125,69
2900261,77
2900266,41
2900601,545
2900656,96
2900705,20
2900763,113
2900888,77
2901148,487
2901270,51
2901279,16
2901320,121
2901363,165
2901379,64
2901408,92
2901423,114
2901445,45
2901595,70
2901603,152
2901733,42
2901758,73
2901768,60
2901803,187
2901841,69
2901844,57
2901935,37
2901997,28
2902042,71
2902054,26
2902065,69
2902225,24
2902237,68
2902273,116
2902291,37
2902337,143
2902367,48
2902407,100
2902414,205
2902449,69
2902452,36
2902511,6
2902596,48
2902629,28
2902648,56
2902655,91
2902673,88
2902676,70
2902688,403
2902825,35
2902867,117
2902924,309
2902926,165
2902936,93
2903033,91
2903064,61
2903084,130
2903104,38
2903117,37
2903143,191
