,proj_id,awards,domain
1150,2904231,200.0,7
1151,2904235,925.0,7
1152,2904253,200.0,7
1153,2904278,200.0,7
1154,2904292,200.0,7
1155,2904305,435.0,7
1156,2904343,250.0,7
1157,2904368,200.0,7
1158,2904409,200.0,7
1159,2904438,200.0,7
1160,2904452,305.0,5
1161,2904477,200.0,7
1162,2904518,250.0,7
1163,2904534,300.0,7
1164,2904549,200.0,7
1165,2904559,1200.0,10
1166,2904573,200.0,7
1167,2904616,420.0,7
1168,2904619,330.0,5
1169,2904632,200.0,7
1170,2904646,330.0,3
1171,2904714,200.0,7
1172,2904726,500.0,7
1173,2904730,200.0,7
1174,2904741,300.0,7
1175,2904768,200.0,7
1176,2904787,250.0,7
1177,2904794,200.0,5
1178,2904831,200.0,7
1179,2904869,200.0,7
1180,2904910,360.0,7
1181,2904917,300.0,7
1182,2904920,200.0,7
1183,2904921,300.0,7
1184,2904923,200.0,7
1185,2904931,200.0,7
1186,2904934,300.0,7
1187,2904968,200.0,7
1188,2904983,750.0,2
1189,2904992,400.0,7
1190,2904997,725.0,7
1191,2905005,300.0,7
1192,2905048,250.0,7
1193,2905178,600.0,7
1194,2905195,200.0,7
1195,2905206,200.0,7
1196,2905210,200.0,7
1197,2905285,200.0,7
1198,2905308,200.0,5
1199,2905319,200.0,6
1200,2905571,200.0,7
1201,2904958,660.0,3
1202,2905315,360.0,10
1203,2904603,200.0,3
1204,2904955,300.0,7
1205,2894560,400.0,7
1206,2904491,250.0,9
1207,2904884,200.0,7
1208,2904826,500.0,7
1209,2904339,200.0,7
1210,2904678,1000.0,7
1211,2904894,200.0,7
1212,2904902,200.0,7
1213,2904760,200.0,7
1214,2904659,200.0,7
1215,2904801,300.0,7
1216,2904804,540.0,10
1217,2904857,300.0,7
1218,2904392,360.0,10
1219,2904669,200.0,7
1220,2904628,300.0,7
1221,2904102,200.0,7
1222,2904410,300.0,7
1223,2904315,900.0,7
1224,2904319,200.0,7
1225,2904344,200.0,7
1226,2904487,200.0,7
1227,2904085,200.0,7
1228,2904407,200.0,7
1229,2904271,200.0,7
1230,2902515,780.0,9
1231,2904351,200.0,7
1232,2903758,400.0,7
1233,2904525,300.0,7
1234,2903920,900.0,7
1235,2904302,200.0,7
1236,2904509,200.0,7
1237,2904497,200.0,7
1238,2904645,200.0,7
1239,2904300,200.0,7
1240,2903243,300.0,3
1241,2903897,300.0,7
1242,2904408,580.0,10
1243,2901436,300.0,7
1244,2902874,400.0,6
1245,2902556,200.0,7
1246,2904239,300.0,7
1247,2904106,300.0,7
1248,2902917,200.0,7
1249,2901636,750.0,9
1250,2904277,200.0,7
1251,2904122,300.0,3
1252,2903969,200.0,7
1253,2902353,1000.0,10
1254,2902910,200.0,7
1255,2903423,200.0,7
1256,2903440,300.0,7
1257,2903907,200.0,7
1258,2903553,1500.0,10
1259,2903476,200.0,7
1260,2903829,200.0,7
1261,2903958,450.0,5
1262,2903806,275.0,7
1263,2903798,300.0,7
1264,2903797,300.0,7
1265,2903704,600.0,7
1266,2899852,200.0,7
1267,2903146,250.0,7
1268,2901927,200.0,7
1269,2903636,200.0,3
1270,2903265,200.0,7
1271,2903313,200.0,7
1272,2902066,200.0,7
1273,2903614,300.0,7
1274,2902263,200.0,7
1275,2903567,750.0,9
1276,2903600,200.0,7
1277,2902130,200.0,7
1278,2902072,420.0,5
1279,2903208,500.0,7
1280,2903422,200.0,7
1281,2903577,400.0,5
1282,2903762,300.0,10
1283,2903381,200.0,7
1284,2903363,200.0,7
1285,2901231,245.0,7
1286,2902806,200.0,7
1287,2902113,200.0,6
1288,2903588,200.0,7
1289,2903442,400.0,7
1290,2903448,200.0,7
1291,2902368,200.0,7
1292,2897499,250.0,7
1293,2903366,200.0,3
1294,2903418,250.0,5
1295,2903475,200.0,6
1296,2903309,275.0,6
1297,2903164,200.0,7
1298,2903267,300.0,7
1299,2903416,420.0,3
1300,2903154,300.0,7
1301,2903047,750.0,10
1302,2903227,200.0,7
1303,2903445,245.0,7
1304,2902982,200.0,7
1305,2902945,200.0,7
1306,2903377,360.0,5
1307,2903204,245.0,7
1308,2903097,400.0,7
1309,2903168,300.0,7
1310,2903138,200.0,7
1311,2903182,250.0,7
1312,2903185,200.0,7
1313,2903158,200.0,3
1314,2903089,200.0,7
1315,2898935,200.0,7
1316,2902668,200.0,7
1317,2902921,200.0,7
1318,2902702,200.0,7
1319,2902928,200.0,7
1320,2901790,250.0,9
1321,2903102,250.0,7
1322,2903021,200.0,7
1323,2902666,200.0,7
1324,2902405,200.0,7
1325,2902804,400.0,7
1326,2903189,500.0,7
1327,2902920,200.0,7
1328,2902881,200.0,7
1329,2901418,250.0,9
1330,2895551,250.0,7
1331,2902891,200.0,7
1332,2901498,420.0,5
1333,2901506,2535.0,10
1334,2902619,200.0,7
1335,2902699,290.0,7
1336,2901496,200.0,7
1337,2901821,200.0,7
1338,2902963,200.0,7
1339,2902753,600.0,7
1340,2902608,300.0,7
1341,2902713,350.0,7
1342,2902791,200.0,7
1343,2902622,300.0,7
1344,2901327,200.0,7
1345,2902656,345.0,7
1346,2902763,200.0,7
1347,2902564,200.0,7
1348,2902761,200.0,7
1349,2902840,400.0,5
1350,2901307,600.0,10
1351,2902693,250.0,7
1352,2902627,200.0,3
1353,2902393,475.0,10
1354,2899127,250.0,7
1355,2902510,200.0,7
1356,2902189,200.0,7
1357,2901260,350.0,5
1358,2902691,200.0,7
1359,2901785,500.0,2
1360,2902482,200.0,7
1361,2901557,200.0,7
1362,2902315,200.0,7
1363,2902491,200.0,7
1364,2902423,300.0,7
1365,2902744,360.0,5
1366,2902389,725.0,7
1367,2902398,200.0,7
1368,2901568,1200.0,10
1369,2902574,325.0,7
1370,2902480,245.0,3
1371,2902719,200.0,7
1372,2901177,200.0,7
1373,2902443,200.0,7
1374,2902562,200.0,7
1375,2902308,250.0,7
1376,2901131,300.0,2
1377,2902485,200.0,7
1378,2902410,300.0,7
1379,2900731,250.0,9
1380,2902231,200.0,7
1381,2902422,200.0,7
1382,2901023,200.0,7
1383,2902554,675.0,10
1384,2902394,200.0,7
1385,2902171,400.0,7
1386,2902281,1750.0,10
1387,2902211,200.0,7
1388,2902436,200.0,6
1389,2902418,300.0,5
1390,2901947,200.0,7
1391,2901974,250.0,7
1392,2902013,200.0,7
1393,2902268,300.0,7
1394,2902305,200.0,7
1395,2901584,200.0,7
1396,2900686,250.0,9
1397,2901895,300.0,3
1398,2901728,250.0,7
1399,2902339,300.0,7
1400,2902153,250.0,9
1401,2900911,200.0,7
1402,2900916,200.0,7
1403,2901978,200.0,7
1404,2902300,400.0,7
1405,2902426,300.0,7
1406,2900861,300.0,7
1407,2900961,200.0,7
1408,2902076,200.0,7
1409,2900827,200.0,7
1410,2902233,220.0,7
1411,2902378,500.0,5
1412,2902074,250.0,7
1413,2901664,550.0,5
1414,2902383,200.0,7
1415,2901872,200.0,7
1416,2900864,200.0,7
1417,2902030,305.0,5
1418,2901563,375.0,7
1419,2900299,200.0,7
1420,2901582,420.0,5
1421,2902181,200.0,7
1422,2897710,540.0,10
1423,2902184,200.0,7
1424,2902202,200.0,3
1425,2902155,225.0,7
1426,2902057,540.0,10
1427,2902014,200.0,3
1428,2902161,300.0,7
1429,2901880,305.0,7
1430,2902086,300.0,7
1431,2902087,1150.0,9
1432,2901642,290.0,7
1433,2902224,200.0,7
1434,2901889,200.0,7
1435,2902103,200.0,7
1436,2902016,200.0,7
1437,2901382,200.0,7
1438,2901946,250.0,7
1439,2902110,200.0,7
1440,2901939,200.0,7
1441,2901606,250.0,7
1442,2902101,240.0,6
1443,2902274,200.0,7
1444,2902088,200.0,7
1445,2902037,300.0,7
1446,2901900,300.0,5
1447,2902053,200.0,3
1448,2902045,200.0,7
1449,2901848,300.0,7
1450,2901845,200.0,7
1451,2901991,200.0,7
1452,2901660,200.0,7
1453,2902005,200.0,7
1454,2901977,200.0,7
1455,2902078,400.0,7
1456,2902131,200.0,7
1457,2902050,250.0,9
1458,2898942,500.0,9
1459,2900730,300.0,2
1460,2900812,200.0,7
1461,2901532,200.0,7
1462,2901781,250.0,7
1463,2901972,225.0,7
1464,2901593,800.0,7
1465,2901971,300.0,3
1466,2902108,300.0,5
1467,2901933,300.0,7
1468,2901925,200.0,3
1469,2901581,300.0,7
1470,2901884,200.0,7
1471,2901919,200.0,7
1472,2898806,250.0,7
1473,2901694,200.0,7
1474,2901719,300.0,7
1475,2901944,400.0,7
1476,2901669,200.0,7
1477,2901853,200.0,7
1478,2901827,400.0,7
1479,2901594,300.0,7
1480,2899126,250.0,5
1481,2899108,300.0,7
1482,2901769,300.0,7
1483,2901671,520.0,9
1484,2901257,250.0,7
1485,2901546,340.0,7
1486,2901858,250.0,7
1487,2900877,300.0,7
1488,2901015,250.0,7
1489,2901338,300.0,7
1490,2901687,200.0,7
1491,2898663,200.0,7
1492,2901778,200.0,7
1493,2901426,300.0,7
1494,2901449,200.0,7
1495,2900269,200.0,7
1496,2901520,200.0,7
1497,2901682,200.0,7
1498,2901757,305.0,5
1499,2901019,280.0,7
1500,2901278,550.0,6
1501,2901634,300.0,7
1502,2900528,200.0,7
1503,2901547,200.0,5
1504,2901524,350.0,3
1505,2901331,200.0,7
1506,2900849,250.0,7
1507,2901419,200.0,7
1508,2901384,410.0,7
1509,2898234,200.0,7
1510,2901545,200.0,7
1511,2901443,200.0,7
1512,2901633,305.0,7
1513,2901693,250.0,10
1514,2901092,300.0,7
1515,2901217,275.0,9
1516,2901272,725.0,7
1517,2900004,200.0,7
1518,2901293,300.0,7
1519,2901407,250.0,7
1520,2901304,200.0,7
1521,2901326,200.0,7
1522,2900964,300.0,7
1523,2901151,200.0,7
1524,2901225,200.0,7
1525,2900590,300.0,7
1526,2899349,900.0,10
1527,2901174,200.0,7
1528,2893535,200.0,7
1529,2901105,200.0,7
1530,2901147,500.0,9
1531,2901114,1150.0,9
1532,2901158,200.0,7
1533,2901329,300.0,7
1534,2901289,750.0,7
1535,2900973,200.0,7
1536,2900858,400.0,7
1537,2900866,200.0,7
1538,2901078,200.0,5
1539,2901236,200.0,7
1540,2901237,200.0,3
1541,2899669,200.0,7
1542,2901143,200.0,7
1543,2901249,360.0,10
1544,2901271,300.0,7
1545,2899889,350.0,7
1546,2901238,200.0,7
1547,2899366,200.0,7
1548,2900430,200.0,7
1549,2901275,200.0,7
1550,2901215,300.0,7
1551,2901140,200.0,7
1552,2901063,200.0,7
1553,2900892,200.0,7
1554,2900482,300.0,7
1555,2901077,700.0,7
1556,2901154,300.0,7
1557,2901186,200.0,7
1558,2901171,200.0,7
1559,2901090,585.0,10
1560,2901080,200.0,7
1561,2900991,200.0,7
1562,2899762,200.0,7
1563,2901096,200.0,7
1564,2901128,200.0,7
1565,2901208,200.0,7
1566,2901082,250.0,7
1567,2900192,200.0,7
1568,2900420,200.0,7
1569,2900783,200.0,7
1570,2900883,240.0,10
1571,2894818,600.0,7
1572,2900971,200.0,7
1573,2900777,230.0,5
1574,2900202,200.0,7
1575,2900843,400.0,7
1576,2900999,250.0,7
1577,2901003,420.0,7
1578,2900806,300.0,7
1579,2900820,300.0,7
1580,2900770,200.0,6
1581,2900804,200.0,7
1582,2900955,200.0,7
1583,2900333,200.0,6
1584,2900664,330.0,5
1585,2900915,600.0,7
1586,2899768,200.0,7
1587,2900779,950.0,7
1588,2900594,300.0,7
1589,2900889,200.0,7
1590,2900665,225.0,7
1591,2899487,540.0,10
1592,2900860,420.0,7
1593,2899826,200.0,7
1594,2900505,200.0,7
1595,2900679,200.0,7
1596,2900823,200.0,7
1597,2900786,225.0,7
1598,2900822,200.0,3
1599,2900214,250.0,7
1600,2899262,400.0,7
1601,2900448,1000.0,9
1602,2900289,300.0,7
1603,2900667,200.0,7
1604,2900681,200.0,7
1605,2900754,200.0,7
1606,2899161,300.0,7
1607,2900683,200.0,7
1608,2900534,200.0,7
1609,2892264,1150.0,10
1610,2892432,650.0,5
1611,2892491,600.0,7
1612,2892759,600.0,7
1613,2892885,600.0,7
1614,2893018,600.0,7
1615,2895022,600.0,7
1616,2896301,1000.0,10
1617,2896321,900.0,7
1618,2896385,1000.0,10
1619,2896483,700.0,7
1620,2897494,600.0,7
1621,2897516,900.0,7
1622,2897590,700.0,7
1623,2897810,600.0,7
1624,2898860,650.0,10
1625,2898938,690.0,7
1626,2898956,755.0,7
1627,2899043,550.0,6
1628,2899094,650.0,3
1629,2899690,600.0,7
1630,2899778,700.0,7
1631,2900036,800.0,7
1632,2900047,650.0,7
1633,2900274,650.0,5
1634,2900076,200.0,7
1635,2900893,250.0,5
1636,2899557,200.0,7
1637,2897404,200.0,7
1638,2894367,200.0,7
1639,2900471,720.0,5
1640,2900522,300.0,7
1641,2900511,500.0,5
1642,2899934,200.0,7
1643,2900676,200.0,7
1644,2898940,200.0,7
1645,2899822,200.0,7
1646,2899057,200.0,7
1647,2900597,200.0,7
1648,2900670,300.0,7
1649,2900321,245.0,7
1650,2900558,200.0,7
1651,2900145,200.0,7
1652,2898163,240.0,7
1653,2900092,200.0,7
1654,2900212,200.0,7
1655,2900243,200.0,7
1656,2900002,250.0,7
1657,2900034,245.0,7
1658,2900441,200.0,7
1659,2900415,300.0,7
1660,2900431,265.0,7
1661,2900423,200.0,7
1662,2900362,400.0,7
1663,2899772,200.0,7
1664,2900411,400.0,7
1665,2900391,220.0,7
1666,2900312,200.0,7
1667,2900052,300.0,7
1668,2898770,200.0,7
1669,2900115,200.0,7
1670,2900253,475.0,9
1671,2899966,200.0,7
1672,2900075,300.0,3
1673,2900232,300.0,7
1674,2900059,200.0,7
1675,2900288,650.0,7
1676,2899703,300.0,7
1677,2900223,200.0,5
1678,2900293,300.0,7
1679,2898575,200.0,5
1680,2900276,200.0,7
1681,2899720,200.0,7
1682,2899947,300.0,7
1683,2900204,300.0,7
1684,2899260,375.0,7
1685,2900039,200.0,3
1686,2900071,200.0,7
1687,2900054,200.0,7
1688,2895650,300.0,7
1689,2900197,350.0,7
1690,2900181,200.0,3
1691,2897683,300.0,7
1692,2900185,200.0,7
1693,2900025,200.0,5
1694,2900158,300.0,7
1695,2898265,200.0,7
1696,2899332,500.0,7
1697,2897819,200.0,7
1698,2899663,250.0,7
1699,2900264,300.0,7
1700,2898514,200.0,7
1701,2899598,200.0,7
1702,2894746,600.0,7
1703,2899990,250.0,7
1704,2899272,200.0,7
1705,2899531,300.0,7
1706,2896167,250.0,7
1707,2898405,250.0,7
1708,2899541,200.0,6
1709,2899244,250.0,7
1710,2899883,200.0,7
1711,2898553,300.0,10
1712,2900196,200.0,3
1713,2899919,300.0,7
1714,2899979,420.0,9
1715,2897304,200.0,7
1716,2899858,200.0,7
1717,2898376,300.0,7
1718,2899668,200.0,7
1719,2899499,200.0,3
1720,2899809,200.0,5
1721,2899977,420.0,5
1722,2899537,300.0,7
1723,2899049,250.0,7
1724,2899821,200.0,7
1725,2899780,200.0,7
1726,2898307,300.0,10
1727,2899897,375.0,5
1728,2899037,200.0,7
1729,2899965,200.0,7
1730,2899543,200.0,7
1731,2898232,1050.0,7
1732,2899575,1200.0,7
1733,2899287,200.0,7
1734,2899546,200.0,7
1735,2899748,200.0,7
1736,2899886,200.0,10
1737,2899619,300.0,7
1738,2899474,250.0,7
1739,2898586,400.0,7
1740,2899644,210.0,7
1741,2899648,200.0,7
1742,2899671,250.0,7
1743,2899053,400.0,7
1744,2899501,200.0,7
1745,2897773,1200.0,10
1746,2899314,200.0,7
1747,2899491,300.0,7
1748,2899486,1050.0,9
1749,2899378,300.0,7
1750,2899864,200.0,7
1751,2899637,200.0,7
1752,2898918,200.0,7
1753,2899551,250.0,7
1754,2899298,200.0,7
1755,2899297,250.0,7
1756,2899185,400.0,7
1757,2897637,200.0,7
1758,2897664,200.0,3
1759,2899210,200.0,7
1760,2899544,200.0,7
1761,2899625,200.0,7
1762,2897073,300.0,7
1763,2899371,250.0,9
1764,2899205,400.0,7
1765,2891327,1200.0,10
1766,2897571,200.0,7
1767,2898758,750.0,9
1768,2899706,250.0,9
1769,2899312,200.0,7
1770,2899463,200.0,7
1771,2899470,250.0,7
1772,2899132,200.0,7
1773,2899048,200.0,7
1774,2899493,200.0,7
1775,2899248,200.0,7
1776,2898037,260.0,7
1777,2898978,400.0,6
1778,2896492,200.0,7
1779,2894475,200.0,5
1780,2899387,400.0,7
1781,2898721,250.0,7
1782,2899131,200.0,7
1783,2899465,200.0,5
1784,2899240,200.0,7
1785,2897360,500.0,7
1786,2899295,250.0,9
1787,2899202,200.0,7
1788,2899305,425.0,7
1789,2899304,470.0,7
1790,2899109,200.0,7
1791,2898933,300.0,7
1792,2898728,300.0,7
1793,2899266,250.0,7
1794,2899507,200.0,7
1795,2898096,200.0,7
1796,2896792,200.0,7
1797,2897465,240.0,6
1798,2892629,200.0,7
1799,2899163,300.0,7
1800,2898568,200.0,7
1801,2899073,200.0,7
1802,2898759,200.0,7
1803,2899331,300.0,7
1804,2894984,800.0,10
1805,2899271,250.0,5
1806,2899018,1000.0,9
1807,2898962,400.0,7
1808,2899024,200.0,7
1809,2899129,200.0,7
1810,2898990,200.0,5
1811,2898807,380.0,7
1812,2898112,300.0,7
1813,2899038,300.0,2
1814,2898946,200.0,7
1815,2897904,200.0,7
1816,2895165,600.0,10
1817,2898658,200.0,7
1818,2897352,300.0,7
1819,2897500,300.0,2
1820,2899026,200.0,7
1821,2899058,300.0,7
1822,2899032,335.0,7
1823,2899055,200.0,3
1824,2899198,500.0,9
1825,2898641,250.0,5
1826,2898765,500.0,9
1827,2896005,200.0,7
1828,2894469,540.0,10
1829,2897222,330.0,5
1830,2899014,200.0,7
1831,2899081,200.0,7
1832,2896916,200.0,5
1833,2892325,200.0,7
1834,2899097,200.0,7
1835,2898701,245.0,7
1836,2898810,250.0,7
1837,2899098,200.0,7
1838,2898781,250.0,7
1839,2898628,200.0,7
1840,2898974,200.0,7
1841,2899072,250.0,7
1842,2898462,200.0,7
1843,2898610,200.0,7
1844,2898790,200.0,7
1845,2892811,200.0,7
1846,2898649,200.0,7
1847,2898907,200.0,7
1848,2897131,300.0,7
1849,2898856,200.0,7
1850,2897720,200.0,7
1851,2898573,200.0,7
1852,2896839,350.0,7
1853,2890873,250.0,7
1854,2895581,300.0,7
1855,2898970,200.0,7
1856,2898968,210.0,7
1857,2898594,430.0,7
1858,2898803,200.0,5
1859,2898676,200.0,7
1860,2898523,200.0,7
1861,2897705,750.0,7
1862,2898447,290.0,9
1863,2898440,1000.0,7
1864,2898459,550.0,7
1865,2897763,300.0,7
1866,2898709,250.0,7
1867,2898445,200.0,7
1868,2897999,200.0,7
1869,2897755,300.0,7
1870,2898705,300.0,7
1871,2898235,200.0,7
1872,2898713,250.0,7
1873,2898748,200.0,7
1874,2898671,200.0,7
1875,2898848,200.0,7
1876,2896614,540.0,10
1877,2898505,200.0,7
1878,2897318,200.0,7
1879,2898647,200.0,7
1880,2898269,200.0,7
1881,2898555,200.0,7
1882,2898622,200.0,7
1883,2896701,1300.0,10
1884,2898473,200.0,7
1885,2898177,300.0,7
1886,2898632,355.0,7
1887,2898375,200.0,7
1888,2898597,200.0,7
1889,2898835,330.0,5
1890,2895858,390.0,7
1891,2896558,200.0,7
1892,2898627,250.0,7
1893,2898176,475.0,9
1894,2898604,300.0,3
1895,2898730,200.0,6
1896,2896721,420.0,7
1897,2896693,200.0,7
1898,2898533,300.0,7
1899,2898442,300.0,7
1900,2898536,250.0,5
1901,2898495,200.0,7
1902,2898489,200.0,7
1903,2898266,300.0,7
1904,2898476,200.0,7
1905,2898427,200.0,7
1906,2898450,200.0,7
1907,2898115,250.0,7
1908,2898483,200.0,7
1909,2898320,200.0,7
1910,2898078,200.0,7
1911,2898321,250.0,3
1912,2898184,200.0,7
1913,2898353,300.0,7
1914,2897742,500.0,7
1915,2897641,200.0,7
1916,2898426,200.0,7
1917,2893695,500.0,5
1918,2898260,250.0,3
1919,2897564,200.0,7
1920,2898257,200.0,7
1921,2897265,200.0,7
1922,2898403,200.0,7
1923,2897297,250.0,7
1924,2898396,200.0,7
1925,2897681,300.0,7
1926,2898368,200.0,7
1927,2898202,300.0,7
1928,2898349,200.0,7
1929,2896756,200.0,7
1930,2898158,200.0,7
1931,2898343,200.0,7
1932,2898083,300.0,7
1933,2898193,200.0,7
1934,2897902,500.0,7
1935,2898079,200.0,5
1936,2898337,200.0,7
1937,2898292,200.0,7
1938,2896994,200.0,7
1939,2897161,750.0,9
1940,2898156,250.0,7
1941,2898008,200.0,7
1942,2896587,200.0,7
1943,2897607,480.0,7
1944,2898219,200.0,7
1945,2894639,200.0,7
1946,2897314,300.0,7
1947,2898071,230.0,7
1948,2897879,200.0,7
1949,2407968,200.0,7
1950,2898253,300.0,7
1951,2898118,300.0,2
1952,2893879,200.0,7
1953,2897327,500.0,9
1954,2897555,200.0,7
1955,2897084,540.0,10
1956,2898182,300.0,7
1957,2898160,200.0,7
1958,2898033,200.0,7
1959,2896767,500.0,5
1960,2898003,200.0,3
1961,2898110,200.0,7
1962,2897823,200.0,7
1963,2897938,250.0,7
1964,2897505,200.0,7
1965,2898277,200.0,3
1966,2897831,400.0,5
1967,2898085,200.0,7
1968,2897679,300.0,7
1969,2897476,300.0,7
1970,2897132,300.0,7
1971,2898005,200.0,7
1972,2898048,500.0,7
1973,2898027,200.0,7
1974,2897891,750.0,7
1975,2897898,200.0,7
1976,2893837,300.0,7
1977,2897741,200.0,7
1978,2897911,200.0,7
1979,2897744,300.0,7
1980,2898001,200.0,7
1981,2897753,300.0,7
1982,2407596,200.0,7
1983,2897939,725.0,7
1984,2897649,270.0,7
1985,2897606,200.0,7
1986,2897605,300.0,7
1987,2897592,200.0,7
1988,2897009,300.0,7
1989,2898091,200.0,7
1990,2897817,230.0,7
1991,2897719,230.0,7
1992,2897673,550.0,7
1993,2897495,200.0,7
1994,2897750,200.0,7
1995,2897323,300.0,7
1996,2897873,200.0,7
1997,2896804,200.0,3
1998,2897451,250.0,7
1999,2897936,200.0,7
2000,2897552,200.0,7
2001,2896878,200.0,7
2002,2897768,200.0,7
2003,2897645,250.0,7
2004,2897977,300.0,7
2005,2895352,200.0,7
2006,2896616,200.0,7
2007,2896623,300.0,7
2008,2897866,300.0,7
2009,2897011,300.0,7
2010,2896944,800.0,7
2011,2897603,250.0,7
2012,2897615,200.0,7
2013,2896824,200.0,7
2014,2897602,250.0,5
2015,2897269,260.0,7
2016,2895971,350.0,7
2017,2896063,200.0,7
2018,2897338,200.0,7
2019,2897124,200.0,7
2020,2897625,250.0,7
2021,2897588,400.0,7
2022,2897802,300.0,7
2023,2897548,200.0,7
2024,2895417,200.0,7
2025,2895424,300.0,7
2026,2897239,200.0,7
2027,2896629,250.0,5
2028,2893553,200.0,7
2029,2897591,200.0,7
2030,2897492,200.0,7
2031,2896572,300.0,7
2032,2897566,200.0,7
2033,2894883,300.0,2
2034,2895274,200.0,7
2035,2897501,200.0,7
2036,2897713,200.0,7
2037,2897442,200.0,7
2038,2897450,965.0,7
2039,2896737,200.0,7
2040,2897234,200.0,3
2041,2897471,300.0,7
2042,2897118,200.0,7
2043,2896706,200.0,7
2044,2896338,360.0,10
2045,2897322,350.0,7
2046,2897053,200.0,7
2047,2897158,200.0,7
2048,2897143,200.0,7
2049,2897296,200.0,7
2050,2896951,200.0,7
2051,2895379,200.0,7
2052,2897554,300.0,7
2053,2897250,200.0,7
2054,2896585,480.0,10
2055,2897316,200.0,7
2056,2896741,700.0,7
2057,2897264,260.0,7
2058,2896789,700.0,7
2059,2897482,200.0,7
2060,2897083,300.0,7
2061,2894929,200.0,7
2062,2895805,220.0,7
2063,2897017,300.0,7
2064,2897065,200.0,7
2065,2896829,250.0,5
2066,2894337,200.0,7
2067,2894763,200.0,3
2068,2895639,330.0,7
2069,2897015,200.0,7
2070,2897078,200.0,7
2071,2897129,200.0,7
2072,2897091,200.0,5
2073,2896716,300.0,7
2074,2896713,300.0,7
2075,2896732,200.0,7
2076,2896108,300.0,7
2077,2896656,300.0,7
2078,2897040,200.0,7
2079,2893987,200.0,7
2080,2896884,250.0,7
2081,2896822,200.0,6
2082,2896451,200.0,7
2083,2894261,400.0,7
2084,2896932,350.0,2
2085,2896983,200.0,5
2086,2896958,200.0,5
2087,2896405,540.0,10
2088,2894598,200.0,7
2089,2896941,200.0,7
2090,2897167,200.0,7
2091,2896925,230.0,3
2092,2896426,200.0,7
2093,2894122,200.0,7
2094,2896750,200.0,7
2095,2896326,200.0,7
2096,2894015,1000.0,10
2097,2894413,200.0,7
2098,2896398,250.0,7
2099,2894781,200.0,7
2100,2896672,300.0,7
2101,2896674,480.0,2
2102,2896781,200.0,7
2103,2896772,250.0,7
2104,2896905,200.0,7
2105,2894517,200.0,7
2106,2896093,200.0,7
2107,2894456,200.0,7
2108,2896752,250.0,5
2109,2894198,200.0,7
2110,2896698,720.0,5
2111,2894804,200.0,7
2112,2896569,200.0,7
2113,2895703,200.0,7
2114,2896606,350.0,7
2115,2896699,200.0,7
2116,2894166,200.0,7
2117,2892706,300.0,7
2118,2896694,230.0,7
2119,2896691,200.0,7
2120,2896869,400.0,7
2121,2895048,200.0,7
2122,2896454,300.0,7
2123,2896229,300.0,7
2124,2896455,300.0,7
2125,2892778,1420.0,10
2126,2896541,300.0,7
2127,2896645,220.0,7
2128,2894368,250.0,7
2129,2892596,230.0,7
2130,2892779,200.0,7
2131,2893478,350.0,7
2132,2893523,200.0,7
2133,2893773,200.0,7
2134,2894144,200.0,7
2135,2896225,200.0,7
2136,2894179,250.0,9
2137,2895018,330.0,5
2138,2892474,200.0,3
2139,2895046,200.0,6
2140,2896461,200.0,7
2141,2896056,420.0,7
2142,2896351,250.0,7
2143,2896578,300.0,2
2144,2896135,250.0,7
2145,2896350,500.0,7
2146,2895937,250.0,7
2147,2896147,200.0,7
2148,2896249,350.0,7
2149,2896300,300.0,7
2150,2896456,200.0,7
2151,2896176,250.0,7
2152,2895405,300.0,7
2153,2896697,250.0,7
2154,2896740,200.0,7
2155,2895986,300.0,7
2156,2896312,750.0,9
2157,2896404,250.0,7
2158,2896459,300.0,7
2159,2896148,600.0,7
2160,2896502,200.0,7
2161,2893665,200.0,7
2162,2896416,200.0,7
2163,2896409,200.0,7
2164,2896080,340.0,7
2165,2895876,200.0,7
2166,2895216,730.0,7
2167,2895740,210.0,7
2168,2894357,200.0,10
2169,2894531,200.0,7
2170,2895112,200.0,7
2171,2896116,200.0,7
2172,2894025,220.0,7
2173,2894305,200.0,7
2174,2895860,230.0,7
2175,2896400,300.0,5
2176,2896146,220.0,7
2177,2896345,300.0,7
2178,2896060,220.0,7
2179,2896353,200.0,7
2180,2895923,300.0,7
2181,2893369,200.0,7
2182,2896528,200.0,5
2183,2896333,200.0,7
2184,2896040,200.0,7
2185,2896124,200.0,7
2186,2895217,200.0,7
2187,2895693,300.0,9
2188,2895476,780.0,10
2189,2894953,300.0,2
2190,2893698,540.0,10
2191,2894523,200.0,7
2192,2896271,200.0,7
2193,2896107,200.0,7
2194,2895995,330.0,5
2195,2896092,200.0,3
2196,2896173,200.0,7
2197,2895903,200.0,7
2198,2896081,200.0,7
2199,2895368,300.0,7
2200,2896100,200.0,7
2201,2895927,200.0,7
2202,2895642,250.0,7
2203,2895612,200.0,7
2204,2895356,200.0,7
2205,2895753,250.0,7
2206,2896083,200.0,7
2207,2896038,200.0,7
2208,2895444,300.0,7
2209,2895123,200.0,6
2210,2895766,250.0,7
2211,2894117,540.0,10
2212,2895472,300.0,7
2213,2895254,200.0,7
2214,2896121,200.0,7
2215,2896206,250.0,7
2216,2896263,200.0,7
2217,2895757,200.0,10
2218,2895932,200.0,7
2219,2896069,200.0,7
2220,2895895,200.0,7
2221,2895894,300.0,7
2222,2894813,300.0,7
2223,2895875,300.0,7
