,proj_id,awards,domain
418,2906923,500.0,7
419,2907135,200.0,7
420,2902206,200.0,7
421,2904462,325.0,7
422,2906980,300.0,10
423,2907330,200.0,7
424,2906250,995.0,9
425,2905707,355.0,7
426,2906724,200.0,7
427,2906535,350.0,7
428,2906605,300.0,7
429,2906970,260.0,7
430,2905589,300.0,7
431,2906495,200.0,7
432,2904125,200.0,7
433,2907045,200.0,7
434,2906975,300.0,7
435,2906874,200.0,7
436,2906538,200.0,7
437,2906716,250.0,7
438,2906972,200.0,7
439,2906955,300.0,7
440,2907211,200.0,5
441,2904880,250.0,7
442,2906908,250.0,7
443,2906941,200.0,7
444,2906910,200.0,7
445,2906032,200.0,7
446,2906977,200.0,7
447,2906773,925.0,7
448,2906741,200.0,7
449,2906637,200.0,7
450,2906916,285.0,7
451,2905131,200.0,7
452,2907009,200.0,7
453,2905793,200.0,7
454,2906837,200.0,7
455,2906346,200.0,7
456,2905974,330.0,5
457,2905317,200.0,7
458,2903375,0.0,6
459,2906594,200.0,7
460,2902664,200.0,7
461,2906739,200.0,7
462,2906700,200.0,7
463,2906709,200.0,5
464,2906548,300.0,7
465,2906845,200.0,7
466,2906834,200.0,7
467,2906798,700.0,7
468,2906795,285.0,7
469,2904718,390.0,7
470,2900663,200.0,7
471,2906652,200.0,7
472,2906333,250.0,7
473,2906297,200.0,7
474,2906446,200.0,7
475,2906489,200.0,7
476,2906533,200.0,7
477,2906435,200.0,7
478,2905760,200.0,7
479,2906600,200.0,7
480,2906516,400.0,2
481,2906042,250.0,3
482,2906558,200.0,7
483,2906034,200.0,7
484,2906676,300.0,7
485,2906615,200.0,7
486,2905004,300.0,7
487,2905278,200.0,7
488,2906488,200.0,7
489,2906395,200.0,7
490,2906362,300.0,7
491,2906487,300.0,7
492,2906536,300.0,7
493,2906568,760.0,10
494,2906383,200.0,10
495,2906456,335.0,7
496,2906559,200.0,7
497,2904453,780.0,10
498,2904839,300.0,7
499,2904865,200.0,7
500,2905799,420.0,5
501,2906426,300.0,7
502,2906540,250.0,7
503,2906483,200.0,7
504,2906404,250.0,7
505,2906192,200.0,7
506,2906397,200.0,7
507,2906154,200.0,3
508,2906521,200.0,7
509,2905720,200.0,7
510,2906325,200.0,7
511,2906319,200.0,7
512,2906326,900.0,7
513,2904930,580.0,7
514,2906484,225.0,7
515,2906461,200.0,7
516,2905767,200.0,7
517,2906447,300.0,7
518,2906410,390.0,7
519,2904686,300.0,2
520,2905022,200.0,7
521,2906360,300.0,7
522,2896217,200.0,7
523,2906223,300.0,7
524,2906190,390.0,7
525,2906235,200.0,7
526,2906043,300.0,7
527,2895556,600.0,7
528,2904848,500.0,10
529,2891733,200.0,7
530,2891989,200.0,7
531,2892211,200.0,7
532,2892241,580.0,7
533,2892433,200.0,7
534,2892592,200.0,7
535,2892602,420.0,7
536,2892616,500.0,7
537,2892653,300.0,7
538,2892664,200.0,7
539,2892726,200.0,7
540,2892753,280.0,7
541,2892856,200.0,7
542,2892956,200.0,7
543,2893195,200.0,7
544,2893291,200.0,7
545,2893376,200.0,7
546,2893399,350.0,7
547,2893424,250.0,7
548,2893484,200.0,7
549,2893517,200.0,7
550,2893655,200.0,7
551,2893716,400.0,7
552,2893798,300.0,7
553,2893812,200.0,7
554,2893820,500.0,7
555,2893978,200.0,7
556,2893988,250.0,7
557,2894027,200.0,7
558,2894099,200.0,7
559,2894138,200.0,7
560,2894358,300.0,7
561,2894384,200.0,7
562,2894487,200.0,7
563,2894610,200.0,7
564,2894651,200.0,7
565,2894735,300.0,7
566,2894770,200.0,7
567,2894850,200.0,7
568,2894957,300.0,7
569,2895031,250.0,7
570,2895106,200.0,7
571,2895125,200.0,7
572,2895244,240.0,7
573,2895255,420.0,9
574,2895380,500.0,7
575,2895546,200.0,7
576,2895563,300.0,7
577,2895652,200.0,7
578,2895697,410.0,7
579,2895702,250.0,7
580,2895765,200.0,7
581,2895802,200.0,7
582,2895867,620.0,7
583,2895898,200.0,7
584,2896085,0.0,7
585,2896086,200.0,7
586,2896227,300.0,7
587,2896254,300.0,7
588,2896381,200.0,7
589,2896511,250.0,7
590,2896575,350.0,7
591,2896586,1615.0,7
592,2896628,300.0,7
593,2896718,200.0,7
594,2896848,250.0,7
595,2896854,200.0,7
596,2896956,250.0,7
597,2896971,200.0,7
598,2896972,200.0,7
599,2897028,350.0,7
600,2897092,300.0,7
601,2897094,200.0,7
602,2897096,200.0,7
603,2897149,200.0,7
604,2897309,900.0,7
605,2897331,200.0,7
606,2897365,200.0,7
607,2897445,200.0,7
608,2897650,200.0,7
609,2897774,1000.0,7
610,2897881,200.0,7
611,2897914,300.0,7
612,2898004,600.0,7
613,2898009,200.0,7
614,2898077,200.0,7
615,2898287,250.0,7
616,2898311,200.0,7
617,2898316,250.0,7
618,2898380,300.0,7
619,2898571,2200.0,7
620,2898598,250.0,7
621,2898723,200.0,7
622,2898756,200.0,7
623,2898883,200.0,7
624,2898971,200.0,7
625,2899008,200.0,7
626,2899258,275.0,7
627,2899276,405.0,7
628,2899385,200.0,7
629,2899422,300.0,7
630,2899455,900.0,7
631,2899469,200.0,7
632,2899504,200.0,7
633,2899561,250.0,7
634,2899588,900.0,7
635,2899696,505.0,7
636,2899702,250.0,7
637,2899813,250.0,7
638,2900125,300.0,7
639,2900261,200.0,7
640,2900266,200.0,7
641,2900601,400.0,7
642,2900656,200.0,7
643,2900705,350.0,5
644,2900763,200.0,7
645,2900888,200.0,7
646,2901148,300.0,7
647,2901270,200.0,7
648,2901279,200.0,5
649,2901320,200.0,7
650,2901363,300.0,7
651,2901379,200.0,7
652,2901408,225.0,7
653,2901423,400.0,7
654,2901445,200.0,7
655,2901595,840.0,2
656,2901603,350.0,7
657,2901733,200.0,7
658,2901758,200.0,7
659,2901768,250.0,7
660,2901803,510.0,7
661,2901841,420.0,5
662,2901844,200.0,7
663,2901935,200.0,7
664,2901997,200.0,7
665,2902042,200.0,7
666,2902054,200.0,7
667,2902065,300.0,7
668,2902225,200.0,5
669,2902237,200.0,7
670,2902273,200.0,7
671,2902291,200.0,7
672,2902337,330.0,7
673,2902367,200.0,7
674,2902407,300.0,7
675,2902414,200.0,7
676,2902449,200.0,7
677,2902452,200.0,7
678,2902511,300.0,7
679,2902596,200.0,7
680,2902629,205.0,7
681,2902648,200.0,7
682,2902655,300.0,7
683,2902673,200.0,7
684,2902676,200.0,7
685,2902688,1000.0,7
686,2902825,250.0,7
687,2902867,200.0,7
688,2902924,635.0,7
689,2902926,300.0,7
690,2902936,290.0,7
691,2903033,200.0,7
692,2903064,200.0,7
693,2903084,200.0,7
694,2903104,300.0,7
695,2903117,200.0,7
696,2903143,225.0,7
697,2903173,200.0,7
698,2903210,390.0,7
699,2903358,300.0,7
700,2903438,300.0,7
701,2903444,200.0,7
702,2903453,1000.0,7
703,2903497,200.0,7
704,2903515,200.0,7
705,2903520,200.0,7
706,2903523,200.0,7
707,2903592,200.0,7
708,2903607,500.0,2
709,2903672,300.0,7
710,2903795,200.0,7
711,2903800,300.0,7
712,2903818,235.0,7
713,2903836,200.0,7
714,2903864,200.0,7
715,2903903,325.0,7
716,2903932,300.0,7
717,2903963,200.0,7
718,2903992,200.0,7
719,2904005,300.0,7
720,2904331,200.0,7
721,2904403,200.0,7
722,2904508,250.0,7
723,2904513,200.0,7
724,2904553,255.0,7
725,2904555,1150.0,7
726,2904622,300.0,7
727,2904720,200.0,7
728,2904817,200.0,7
729,2904855,220.0,7
730,2904860,200.0,7
731,2904863,200.0,7
732,2904877,300.0,7
733,2904879,200.0,7
734,2904907,400.0,7
735,2904908,200.0,7
736,2904915,300.0,7
737,2904966,600.0,2
738,2905024,350.0,7
739,2905057,290.0,7
740,2905098,200.0,7
741,2905100,260.0,7
742,2905107,250.0,7
743,2905111,200.0,7
744,2905134,300.0,7
745,2905145,300.0,7
746,2905209,250.0,7
747,2905235,200.0,7
748,2905271,200.0,7
749,2905288,200.0,7
750,2905329,200.0,7
751,2905334,200.0,7
752,2905375,1215.0,7
753,2905384,200.0,7
754,2905401,600.0,7
755,2905427,200.0,7
756,2905444,200.0,7
757,2905475,200.0,7
758,2905476,200.0,7
759,2905494,200.0,7
760,2905509,200.0,7
761,2905539,300.0,7
762,2905645,200.0,7
763,2905669,200.0,7
764,2905683,200.0,7
765,2905685,200.0,7
766,2905717,200.0,7
767,2905733,200.0,7
768,2905739,250.0,7
769,2905783,200.0,7
770,2905919,200.0,7
771,2905936,200.0,7
772,2905985,200.0,7
773,2906016,200.0,7
774,2906059,300.0,7
775,2906061,300.0,7
776,2906068,200.0,7
777,2906104,200.0,7
778,2906122,390.0,7
779,2906133,200.0,7
780,2906168,200.0,7
781,2906174,200.0,7
782,2906229,200.0,7
783,2906386,200.0,7
784,2906193,200.0,7
785,2905997,200.0,5
786,2904849,200.0,3
787,2906266,200.0,7
788,2906305,265.0,7
789,2906097,200.0,7
790,2906162,200.0,7
791,2905568,200.0,7
792,2905898,250.0,7
793,2900397,300.0,7
794,2906105,265.0,7
795,2904560,200.0,7
796,2906320,200.0,7
797,2906179,200.0,7
798,2906541,200.0,7
799,2902080,500.0,9
800,2904574,250.0,7
801,2906177,250.0,7
802,2906300,200.0,7
803,2905926,200.0,7
804,2906189,300.0,7
805,2906094,200.0,7
806,2906093,400.0,3
807,2906058,250.0,9
808,2906067,200.0,7
809,2906249,200.0,7
810,2906169,295.0,5
811,2906014,200.0,7
812,2906384,390.0,7
813,2903877,400.0,7
814,2906186,505.0,6
815,2905385,300.0,7
816,2905848,200.0,7
817,2906063,250.0,5
818,2906309,200.0,7
819,2905224,200.0,7
820,2903845,200.0,7
821,2902128,250.0,7
822,2904377,200.0,7
823,2904381,200.0,7
824,2906098,250.0,9
825,2905066,300.0,7
826,2906116,200.0,7
827,2905908,350.0,7
828,2905894,420.0,7
829,2903670,350.0,7
830,2905945,350.0,3
831,2906065,200.0,7
832,2906148,200.0,7
833,2906005,480.0,10
834,2905748,200.0,7
835,2905863,200.0,7
836,2905850,250.0,7
837,2906033,200.0,7
838,2905854,300.0,7
839,2904498,200.0,7
840,2906050,300.0,7
841,2905798,200.0,7
842,2906025,350.0,7
843,2905001,500.0,7
844,2905792,200.0,7
845,2905955,200.0,7
846,2905260,750.0,9
847,2906018,200.0,7
848,2902136,350.0,7
849,2906002,300.0,7
850,2903794,200.0,7
851,2905591,540.0,10
852,2905930,240.0,7
853,2905335,200.0,7
854,2905599,300.0,7
855,2905757,200.0,7
856,2903443,300.0,7
857,2904057,200.0,7
858,2904082,250.0,5
859,2905290,200.0,7
860,2905801,1000.0,9
861,2905800,200.0,7
862,2897127,200.0,7
863,2904878,200.0,7
864,2904943,620.0,5
865,2903974,725.0,7
866,2903627,200.0,5
867,2905928,200.0,6
868,2905330,200.0,7
869,2903677,200.0,7
870,2905719,200.0,7
871,2905641,250.0,7
872,2905827,600.0,7
873,2905318,250.0,7
874,2905025,540.0,10
875,2905489,200.0,7
876,2905940,200.0,7
877,2905766,200.0,7
878,2905550,200.0,7
879,2905157,200.0,7
880,2905764,200.0,7
881,2905762,350.0,7
882,2905691,365.0,3
883,2905596,330.0,5
884,2905241,300.0,7
885,2905454,250.0,7
886,2905584,250.0,5
887,2905581,200.0,7
888,2905557,300.0,7
889,2903790,200.0,7
890,2905662,200.0,7
891,2905363,200.0,6
892,2905601,300.0,7
893,2901365,250.0,7
894,2905639,200.0,7
895,2905458,200.0,6
896,2905625,780.0,10
897,2905617,200.0,7
898,2905805,200.0,7
899,2904933,200.0,7
900,2905163,250.0,9
901,2905190,200.0,7
902,2905553,200.0,7
903,2905453,225.0,7
904,2905076,200.0,7
905,2905610,200.0,7
906,2905642,290.0,7
907,2905433,200.0,7
908,2905340,200.0,7
909,2905364,200.0,7
910,2905366,200.0,7
911,2905196,200.0,7
912,2905234,300.0,7
913,2903486,200.0,7
914,2891718,220.0,7
915,2891747,300.0,7
916,2891971,250.0,7
917,2892455,300.0,7
918,2892671,390.0,7
919,2892845,300.0,7
920,2893277,200.0,7
921,2893293,200.0,7
922,2893318,200.0,7
923,2893360,200.0,7
924,2893388,200.0,7
925,2893521,270.0,7
926,2893589,200.0,7
927,2893672,200.0,7
928,2894096,200.0,7
929,2894170,230.0,7
930,2894490,200.0,7
931,2894573,200.0,7
932,2894607,300.0,7
933,2894701,200.0,7
934,2894795,200.0,7
935,2894910,200.0,7
936,2894932,200.0,7
937,2895045,200.0,7
938,2895577,200.0,7
939,2895700,200.0,7
940,2895879,450.0,7
941,2895960,200.0,7
942,2896007,210.0,7
943,2896203,420.0,7
944,2896268,220.0,7
945,2896387,320.0,7
946,2896419,200.0,7
947,2896540,300.0,7
948,2896546,250.0,7
949,2896630,700.0,7
950,2896679,200.0,7
951,2896685,300.0,7
952,2896711,500.0,7
953,2896785,250.0,7
954,2896888,350.0,7
955,2896950,200.0,7
956,2897086,200.0,7
957,2897184,200.0,7
958,2897291,200.0,7
959,2897325,250.0,7
960,2897375,330.0,7
961,2897395,250.0,7
962,2897468,200.0,7
963,2897488,200.0,7
964,2897518,200.0,7
965,2897656,200.0,7
966,2897693,250.0,7
967,2897694,250.0,7
968,2897711,240.0,7
969,2897732,200.0,7
970,2897806,460.0,7
971,2897861,600.0,7
972,2898050,200.0,7
973,2898070,1100.0,10
974,2898074,200.0,7
975,2898238,200.0,7
976,2898275,200.0,7
977,2898367,230.0,7
978,2898471,200.0,7
979,2898516,200.0,7
980,2898798,200.0,7
981,2898820,300.0,7
982,2898846,700.0,7
983,2898873,600.0,7
984,2898920,300.0,7
985,2898925,200.0,7
986,2898957,500.0,7
987,2898976,200.0,7
988,2899016,245.0,7
989,2899080,200.0,7
990,2899117,245.0,7
991,2899121,200.0,7
992,2899134,400.0,7
993,2899256,250.0,7
994,2899268,200.0,7
995,2899317,200.0,7
996,2899368,250.0,7
997,2899464,300.0,7
998,2899515,200.0,7
999,2899525,200.0,7
1000,2899533,250.0,5
1001,2899571,300.0,7
1002,2899684,200.0,7
1003,2899687,200.0,7
1004,2899693,200.0,7
1005,2899694,200.0,7
1006,2899719,400.0,7
1007,2899725,350.0,7
1008,2899840,300.0,3
1009,2899885,300.0,7
1010,2899921,300.0,7
1011,2899927,245.0,7
1012,2899936,200.0,7
1013,2899964,400.0,7
1014,2899970,400.0,7
1015,2899974,250.0,7
1016,2900013,300.0,7
1017,2900031,400.0,7
1018,2900041,500.0,5
1019,2900077,200.0,7
1020,2900166,200.0,7
1021,2900186,200.0,7
1022,2900260,300.0,7
1023,2900302,200.0,7
1024,2900317,200.0,7
1025,2900332,200.0,7
1026,2900422,200.0,7
1027,2900449,245.0,7
1028,2900466,200.0,7
1029,2900551,200.0,7
1030,2900588,300.0,7
1031,2900654,200.0,7
1032,2900737,300.0,7
1033,2900738,300.0,7
1034,2900746,200.0,7
1035,2900749,275.0,3
1036,2900859,200.0,7
1037,2900885,200.0,7
1038,2900902,250.0,7
1039,2901017,200.0,7
1040,2901104,250.0,7
1041,2901181,300.0,7
1042,2901191,200.0,7
1043,2901280,300.0,2
1044,2901358,200.0,7
1045,2901376,390.0,7
1046,2901406,200.0,7
1047,2901415,200.0,7
1048,2901490,200.0,3
1049,2901497,200.0,7
1050,2901502,290.0,7
1051,2901527,200.0,7
1052,2901583,950.0,7
1053,2901597,200.0,7
1054,2901638,200.0,7
1055,2901639,200.0,5
1056,2901763,200.0,5
1057,2901799,300.0,7
1058,2901808,200.0,7
1059,2901820,200.0,7
1060,2901842,260.0,7
1061,2901883,255.0,7
1062,2901920,200.0,7
1063,2901953,300.0,7
1064,2901959,200.0,3
1065,2902041,300.0,7
1066,2902047,200.0,7
1067,2902089,300.0,7
1068,2902169,200.0,7
1069,2902172,200.0,7
1070,2902173,200.0,7
1071,2902192,300.0,7
1072,2902204,200.0,7
1073,2902223,200.0,7
1074,2902234,250.0,7
1075,2902253,370.0,7
1076,2902262,200.0,7
1077,2902302,200.0,7
1078,2902329,200.0,7
1079,2902342,200.0,7
1080,2902396,200.0,7
1081,2902454,375.0,7
1082,2902457,250.0,5
1083,2902594,300.0,7
1084,2902617,200.0,7
1085,2902632,200.0,7
1086,2902646,200.0,7
1087,2902649,200.0,7
1088,2902667,200.0,7
1089,2902692,220.0,7
1090,2902750,620.0,7
1091,2902771,200.0,7
1092,2902798,200.0,7
1093,2902810,450.0,5
1094,2902811,220.0,7
1095,2902870,200.0,7
1096,2902922,200.0,7
1097,2902949,200.0,7
1098,2902952,200.0,7
1099,2902956,300.0,3
1100,2902988,200.0,7
1101,2903077,200.0,7
1102,2903088,310.0,7
1103,2903093,350.0,5
1104,2903101,200.0,7
1105,2903103,200.0,7
1106,2903113,300.0,7
1107,2903137,200.0,7
1108,2903141,250.0,7
1109,2903149,220.0,7
1110,2903183,200.0,7
1111,2903186,200.0,7
1112,2903197,200.0,7
1113,2903237,200.0,7
1114,2903241,200.0,7
1115,2903245,200.0,7
1116,2903292,225.0,7
1117,2903344,330.0,5
1118,2903360,300.0,7
1119,2903367,250.0,7
1120,2903401,200.0,7
1121,2903481,200.0,7
1122,2903534,200.0,7
1123,2903542,200.0,7
1124,2903591,500.0,7
1125,2903596,250.0,5
1126,2903602,200.0,7
1127,2903613,200.0,7
1128,2903664,200.0,7
1129,2903694,200.0,7
1130,2903715,200.0,7
1131,2903750,200.0,7
1132,2903773,300.0,7
1133,2903838,300.0,7
1134,2903862,200.0,7
1135,2903953,300.0,7
1136,2903987,400.0,7
1137,2904000,290.0,7
1138,2904040,200.0,7
1139,2904061,200.0,7
1140,2904064,250.0,7
1141,2904088,460.0,7
1142,2904099,200.0,7
1143,2904128,200.0,7
1144,2904133,245.0,7
1145,2904152,1005.0,10
1146,2904168,200.0,7
1147,2904178,420.0,3
1148,2904217,200.0,3
1149,2904229,200.0,7
